idx	v_val	p_in	v_vec	time
132	0.07780413340828596	[0.02, 0.13, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 5.09711462e-17 0.00000000e+00]"	9.282917976379395
133	0.08033156890331089	[0.02, 0.13, 0.01]	"[0.00000000e+00 9.79831394e-18 7.28620109e-17 2.55551908e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	9.172305345535278
134	0.0827691788026559	[0.02, 0.13, 0.02]	"[7.59503395e-03 0.00000000e+00 6.52732737e-18 6.22449089e-03
 9.86180475e-01 0.00000000e+00 0.00000000e+00]"	14.283912897109985
135	0.08068462906969681	[0.02, 0.13999999999999999, 0.0]	"[0.00000000e+00 4.44067751e-16 3.12768478e-15 3.16035642e-13
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	9.946885585784912
136	0.08313205903169246	[0.02, 0.13999999999999999, 0.01]	"[0.00000000e+00 1.68644490e-17 7.93162412e-17 3.25786991e-04
 9.99674213e-01 1.30730519e-16 4.64026757e-17]"	10.34187388420105
137	0.08549705045844963	[0.02, 0.13999999999999999, 0.02]	"[5.57037681e-17 2.17590590e-17 4.53081027e-17 9.24758244e-03
 9.90752418e-01 6.91186686e-18 1.28631932e-17]"	19.625550270080566
138	0.08348173557852612	[0.02, 0.14999999999999997, 0.0]	"[0.00000000e+00 1.88441524e-17 0.00000000e+00 1.10123903e-02
 9.88987610e-01 0.00000000e+00 6.65408851e-17]"	25.856188774108887
139	0.08584170656655472	[0.02, 0.14999999999999997, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.90504785e-02
 9.80949522e-01 2.24132725e-17 0.00000000e+00]"	12.778388261795044
140	0.08811831083897506	[0.02, 0.14999999999999997, 0.02]	"[7.01137171e-17 0.00000000e+00 7.50493261e-17 2.71676315e-02
 9.72832368e-01 0.00000000e+00 0.00000000e+00]"	10.017639875411987
141	0.08618016047371113	[0.02, 0.15999999999999998, 0.0]	"[7.73247203e-15 0.00000000e+00 2.91806107e-16 2.97113248e-02
 9.70288675e-01 6.03575511e-15 6.00874401e-14]"	10.911409378051758
142	0.08845239995478259	[0.02, 0.15999999999999998, 0.01]	"[6.15923373e-17 7.12746725e-18 0.00000000e+00 3.72379367e-02
 9.62762063e-01 0.00000000e+00 8.92073769e-17]"	10.297452449798584
143	0.09064243852697708	[0.02, 0.15999999999999998, 0.02]	"[7.98858962e-18 1.23255208e-16 8.92903028e-17 4.38478747e-02
 9.56152125e-01 2.50165730e-17 0.00000000e+00]"	12.373075723648071
144	0.08878025123665403	[0.02, 0.16999999999999998, 0.0]	"[7.76533922e-16 0.00000000e+00 4.29134509e-17 4.71950063e-02
 9.52804994e-01 0.00000000e+00 0.00000000e+00]"	19.50522494316101
145	0.09096651656095626	[0.02, 0.16999999999999998, 0.01]	"[4.28793906e-17 0.00000000e+00 0.00000000e+00 5.35882450e-02
 9.46411755e-01 0.00000000e+00 1.57453502e-17]"	33.7390034198761
146	0.09307157108387044	[0.02, 0.16999999999999998, 0.02]	"[8.58096027e-20 1.47033285e-20 0.00000000e+00 5.94530852e-02
 9.40546915e-01 0.00000000e+00 1.32426001e-16]"	10.84706163406372
147	0.09128431398205007	[0.02, 0.17999999999999997, 0.0]	"[0.         0.         0.         0.06313135 0.93686865 0.
 0.        ]"	16.069942235946655
148	0.09338613951808727	[0.02, 0.17999999999999997, 0.01]	"[0.00000000e+00 8.56755576e-17 0.00000000e+00 6.89468888e-02
 9.31053111e-01 0.00000000e+00 0.00000000e+00]"	13.228464603424072
149	0.0954076064488565	[0.02, 0.17999999999999997, 0.02]	"[3.45935052e-20 0.00000000e+00 8.09546595e-17 7.39653248e-02
 9.26034675e-01 4.85504017e-17 0.00000000e+00]"	13.62951922416687
150	0.09369437930114391	[0.02, 0.18999999999999995, 0.0]	"[0.00000000e+00 2.42333128e-17 7.49067763e-17 7.85573050e-02
 9.21442695e-01 0.00000000e+00 0.00000000e+00]"	13.738417148590088
151	0.09571312439570064	[0.02, 0.18999999999999995, 0.01]	"[1.18546604e-14 4.90900737e-20 2.43267574e-17 8.33534875e-02
 9.16646512e-01 6.22270381e-17 3.56313146e-16]"	12.63432765007019
152	0.09765224336288547	[0.02, 0.18999999999999995, 0.02]	"[0.00000000e+00 3.01090662e-15 3.22649167e-15 8.78798111e-02
 9.12120189e-01 5.23440574e-15 7.17741238e-15]"	10.266960144042969
153	0.09601226709224553	[0.02, 0.19999999999999996, 0.0]	"[1.13184231e-16 4.24336127e-17 5.02707525e-17 9.27112773e-02
 9.07288723e-01 0.00000000e+00 4.95023437e-17]"	10.730114698410034
154	0.09794912963436259	[0.02, 0.19999999999999996, 0.01]	"[0.         0.         0.         0.09678361 0.90321639 0.
 0.        ]"	8.731393098831177
155	0.09980699521012752	[0.02, 0.19999999999999996, 0.02]	"[0.00000000e+00 5.65364360e-17 2.46872509e-17 1.00362862e-01
 8.99637138e-01 2.77611057e-17 4.17083162e-17]"	15.6338369846344
156	0.09823959742428469	[0.02, 0.20999999999999996, 0.0]	"[0.         0.         0.         0.10616399 0.89383601 0.
 0.        ]"	8.880074262619019
157	0.10009564616799084	[0.02, 0.20999999999999996, 0.01]	"[4.63267519e-17 2.19170851e-17 2.05887536e-17 1.09453313e-01
 8.90546687e-01 0.00000000e+00 0.00000000e+00]"	10.367287397384644
158	0.10187324307095463	[0.02, 0.20999999999999996, 0.02]	"[0.00000000e+00 0.00000000e+00 1.81125264e-17 1.12518015e-01
 8.87481985e-01 0.00000000e+00 1.20723820e-16]"	15.666881322860718
159	0.10037782889748069	[0.02, 0.21999999999999995, 0.0]	"[5.88261603e-21 2.02501049e-17 3.77756900e-18 1.18660188e-01
 8.81339809e-01 1.19154379e-20 0.00000000e+00]"	9.975495100021362
160	0.10215401901286864	[0.02, 0.21999999999999995, 0.01]	"[0.00000000e+00 8.99344172e-18 5.37064714e-18 1.21411017e-01
 8.78588983e-01 7.85788792e-17 2.40745985e-15]"	18.297170162200928
161	0.10385222757184259	[0.02, 0.21999999999999995, 0.02]	"[1.64393614e-16 0.00000000e+00 1.79580246e-17 1.23909650e-01
 8.76090350e-01 4.51036775e-17 0.00000000e+00]"	30.014408588409424
162	0.10242827880920911	[0.02, 0.22999999999999995, 0.0]	"[6.06961180e-17 0.00000000e+00 1.65454812e-17 1.30398139e-01
 8.69601861e-01 2.39510135e-17 0.00000000e+00]"	11.299614906311035
163	0.10412546955362684	[0.02, 0.22999999999999995, 0.01]	"[1.71123290e-21 2.79031887e-21 2.03968162e-21 1.32885059e-01
 8.67114935e-01 2.98194098e-21 8.03604471e-21]"	9.70969843864441
164	0.10574507920493764	[0.02, 0.22999999999999995, 0.02]	"[0.00000000e+00 8.38423360e-17 0.00000000e+00 1.34725238e-01
 8.65274762e-01 1.25192009e-16 7.07263550e-17]"	9.141276597976685
165	0.104392143295345	[0.02, 0.23999999999999994, 0.0]	"[1.17867796e-16 0.00000000e+00 0.00000000e+00 1.41641813e-01
 8.58358187e-01 8.08354983e-20 1.08598574e-16]"	9.676936149597168
166	0.10601110076462507	[0.02, 0.23999999999999994, 0.01]	"[0.00000000e+00 0.00000000e+00 1.44889238e-16 1.43264919e-01
 8.56735081e-01 7.08914298e-17 1.86222363e-18]"	8.297279596328735
167	0.10755282820266973	[0.02, 0.23999999999999994, 0.02]	"[1.01339795e-21 4.74125624e-17 0.00000000e+00 1.44780711e-01
 8.55219289e-01 1.01339795e-21 1.52009692e-21]"	13.914675951004028
168	0.10627051014779657	[0.02, 0.24999999999999992, 0.0]	"[0.         0.         0.         0.15199452 0.84800548 0.
 0.        ]"	9.658110857009888
169	0.10781193149384052	[0.02, 0.24999999999999992, 0.01]	"[4.47214894e-17 0.00000000e+00 0.00000000e+00 1.53480401e-01
 8.46519599e-01 4.43342084e-17 0.00000000e+00]"	9.943512201309204
170	0.10927641953499183	[0.02, 0.24999999999999992, 0.02]	"[0.00000000e+00 1.17059500e-17 5.87175878e-17 1.54472968e-01
 8.45527032e-01 8.45173085e-18 0.00000000e+00]"	9.592251777648926
171	0.1080643744948041	[0.02, 0.2599999999999999, 0.0]	"[1.23143426e-16 0.00000000e+00 0.00000000e+00 1.62298033e-01
 8.37701967e-01 0.00000000e+00 1.97187792e-16]"	10.131148099899292
172	0.10952888655925179	[0.02, 0.2599999999999999, 0.01]	"[6.07853885e-17 0.00000000e+00 0.00000000e+00 1.62912485e-01
 8.37087515e-01 0.00000000e+00 0.00000000e+00]"	15.837248086929321
173	0.11091672031933528	[0.02, 0.2599999999999999, 0.02]	"[7.60892967e-18 2.74992081e-18 2.41454816e-17 1.63343123e-01
 8.36656877e-01 0.00000000e+00 1.63003266e-16]"	9.665954828262329
174	0.10977464244896219	[0.02, 0.2699999999999999, 0.0]	"[3.41300356e-16 0.00000000e+00 1.22160209e-17 1.71523622e-01
 8.28476378e-01 3.34179498e-17 1.90375792e-16]"	14.694826364517212
175	0.11116281852782128	[0.02, 0.2699999999999999, 0.01]	"[3.19674937e-17 1.19137293e-20 1.51624421e-16 1.71940816e-01
 8.28059184e-01 1.05551987e-16 3.88227394e-17]"	11.867031335830688
176	0.1124745239326982	[0.02, 0.2699999999999999, 0.02]	"[0.00000000e+00 7.54295214e-21 2.69821083e-20 1.72155273e-01
 8.27844727e-01 0.00000000e+00 2.07366036e-16]"	9.909042596817017
177	0.1114021569115976	[0.02, 0.2799999999999999, 0.0]	"[2.23099464e-17 0.00000000e+00 1.41284925e-17 1.80464344e-01
 8.19535656e-01 6.94283131e-17 2.90392916e-17]"	33.08993649482727
178	0.112714511517464	[0.02, 0.2799999999999999, 0.01]	"[3.11784370e-17 3.79857174e-18 2.62464892e-17 1.80533395e-01
 8.19466605e-01 1.91332299e-17 7.19154865e-18]"	15.268884420394897
179	0.11395057093336243	[0.02, 0.2799999999999999, 0.02]	"[3.20254470e-17 8.67361738e-18 3.46944695e-17 1.80494815e-01
 8.19505185e-01 0.00000000e+00 4.16333634e-17]"	15.431226015090942
180	0.1129476874178332	[0.02, 0.2899999999999999, 0.0]	"[1.49015222e-17 5.34263230e-17 2.74676768e-17 1.89010543e-01
 8.10989457e-01 4.50488748e-17 0.00000000e+00]"	12.870485544204712
181	0.11418468973622808	[0.02, 0.2899999999999999, 0.01]	"[1.00295696e-15 1.14018765e-16 8.02704305e-16 1.88668711e-01
 8.11331289e-01 8.54401171e-16 2.64387450e-16]"	9.93630599975586
182	0.11534553849041396	[0.02, 0.2899999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 7.07836131e-18 1.88180152e-01
 8.11819848e-01 1.68305771e-16 7.12936407e-16]"	13.851440906524658
183	0.11441194643571362	[0.02, 0.29999999999999993, 0.0]	"[0.00000000e+00 0.00000000e+00 2.88274452e-17 1.97083848e-01
 8.02916152e-01 0.00000000e+00 0.00000000e+00]"	15.411266326904297
184	0.11557402321991873	[0.02, 0.29999999999999993, 0.01]	"[7.21411638e-17 3.82530602e-17 7.08849634e-18 1.96368062e-01
 8.03631938e-01 0.00000000e+00 1.75494658e-16]"	21.412774085998535
185	0.11666005888637228	[0.02, 0.29999999999999993, 0.02]	"[4.00141206e-16 0.00000000e+00 0.00000000e+00 1.95643690e-01
 8.04356310e-01 0.00000000e+00 0.00000000e+00]"	9.576559782028198
186	0.11579559368855515	[0.02, 0.30999999999999994, 0.0]	"[9.28192175e-17 0.00000000e+00 7.96220175e-17 2.04740432e-01
 7.95259568e-01 7.44174281e-17 1.23190239e-18]"	11.191086292266846
187	0.1168831329972098	[0.02, 0.30999999999999994, 0.01]	"[1.02265722e-17 5.18232037e-17 4.30799308e-18 2.03749520e-01
 7.96250480e-01 8.94676798e-17 1.19333713e-17]"	16.389920949935913
188	0.11789471680542138	[0.02, 0.30999999999999994, 0.02]	"[2.18043715e-16 6.37718996e-17 4.56652681e-17 2.02633845e-01
 7.97366148e-01 2.14724072e-16 1.37234561e-16]"	10.783698558807373
189	0.11709924139238029	[0.02, 0.3199999999999999, 0.0]	"[5.63775806e-17 7.88158503e-23 8.62163246e-18 2.11932336e-01
 7.88067664e-01 4.77122949e-17 1.14016135e-21]"	10.109429597854614
190	0.11811259607916305	[0.02, 0.3199999999999999, 0.01]	"[0.00000000e+00 3.61952426e-17 0.00000000e+00 2.10725520e-01
 7.89274480e-01 0.00000000e+00 0.00000000e+00]"	9.979793310165405
191	0.1190500550051918	[0.02, 0.3199999999999999, 0.02]	"[8.55882050e-19 1.24858249e-16 5.10744479e-17 2.09206391e-01
 7.90793609e-01 0.00000000e+00 0.00000000e+00]"	11.11604928970337
192	0.11832345766344732	[0.02, 0.32999999999999985, 0.0]	"[0.00000000e+00 0.00000000e+00 3.71359619e-14 2.18910537e-01
 7.81089463e-01 9.85579633e-15 0.00000000e+00]"	15.02741265296936
193	0.11926294911178309	[0.02, 0.32999999999999985, 0.01]	"[1.34261866e-22 7.32890890e-18 0.00000000e+00 2.17396408e-01
 7.82603592e-01 6.08489931e-18 5.39073100e-23]"	13.880099058151245
194	0.12012658127259951	[0.02, 0.32999999999999985, 0.02]	"[0.         0.         0.         0.21573407 0.78426593 0.
 0.        ]"	7.326725244522095
195	0.11946877229818952	[0.02, 0.33999999999999986, 0.0]	"[0.00000000e+00 9.62212109e-17 7.07537165e-17 2.25552947e-01
 7.74447053e-01 4.93034142e-18 3.74651702e-17]"	15.331811666488647
196	0.12033469205563206	[0.02, 0.33999999999999986, 0.01]	"[3.34995935e-17 0.00000000e+00 5.94842018e-18 2.23709567e-01
 7.76290433e-01 1.01266076e-16 3.55139622e-17]"	9.471819877624512
197	0.12112476794125898	[0.02, 0.33999999999999986, 0.02]	"[5.09646576e-16 0.00000000e+00 0.00000000e+00 2.21620831e-01
 7.78379169e-01 1.77086739e-16 3.13459702e-16]"	9.282186508178711
198	0.12053567878622336	[0.02, 0.34999999999999987, 0.0]	"[0.00000000e+00 6.32669468e-17 0.00000000e+00 2.31765649e-01
 7.68234351e-01 0.00000000e+00 0.00000000e+00]"	8.537413597106934
199	0.12132829141365796	[0.02, 0.34999999999999987, 0.01]	"[7.78946849e-10 0.00000000e+00 0.00000000e+00 2.29705360e-01
 7.70294639e-01 0.00000000e+00 0.00000000e+00]"	14.9371657371521
200	0.12204505509367146	[0.02, 0.34999999999999987, 0.02]	"[2.69389898e-17 0.00000000e+00 0.00000000e+00 2.27478564e-01
 7.72521436e-01 8.89099145e-17 2.42065711e-16]"	9.070891618728638
201	0.12152464015312	[0.02, 0.3599999999999999, 0.0]	"[0.00000000e+00 7.27998387e-17 5.17417303e-17 2.38059845e-01
 7.61940155e-01 5.46516057e-17 1.76755861e-16]"	8.428176879882812
202	0.12224418362641637	[0.02, 0.3599999999999999, 0.01]	"[4.17158772e-17 4.90476367e-17 4.68992518e-17 2.35583616e-01
 7.64416384e-01 6.21117686e-17 8.84256118e-17]"	7.894047498703003
203	0.12288785568762937	[0.02, 0.3599999999999999, 0.02]	"[9.73645253e-18 9.98875928e-18 1.77287432e-17 2.32866209e-01
 7.67133791e-01 6.28321622e-18 4.16324583e-17]"	25.732912063598633
204	0.12243607816082902	[0.02, 0.3699999999999999, 0.0]	"[1.88050133e-16 1.39802209e-16 8.40767893e-17 2.43528781e-01
 7.56471219e-01 5.01517375e-16 2.36079645e-15]"	15.000880241394043
205	0.1230827740477941	[0.02, 0.3699999999999999, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.41027640e-01
 7.58972360e-01 3.77350464e-19 0.00000000e+00]"	9.518869876861572
206	0.12365355384295815	[0.02, 0.3699999999999999, 0.02]	"[9.22467420e-17 1.92904505e-20 1.49075202e-20 2.38099762e-01
 7.61900238e-01 4.29878455e-20 1.18570284e-29]"	8.68344497680664
207	0.12327040537501513	[0.02, 0.3799999999999999, 0.0]	"[1.39468917e-23 0.00000000e+00 6.44102878e-17 2.48778098e-01
 7.51221902e-01 0.00000000e+00 0.00000000e+00]"	8.127314805984497
208	0.12384444370309323	[0.02, 0.3799999999999999, 0.01]	"[0.00000000e+00 1.55249539e-17 2.76325806e-18 2.46101792e-01
 7.53898207e-01 3.20828555e-18 1.17213710e-20]"	14.4141104221344
209	0.12434251032166783	[0.02, 0.3799999999999999, 0.02]	"[4.74331100e-17 1.72040232e-16 7.08228601e-17 2.43079011e-01
 7.56920989e-01 7.82162321e-17 0.00000000e+00]"	7.784127235412598
210	0.12402799307268426	[0.02, 0.3899999999999999, 0.0]	"[0.00000000e+00 1.20470704e-16 0.00000000e+00 2.53962288e-01
 7.46037712e-01 2.05849216e-17 2.46519033e-32]"	6.967952728271484
211	0.12452955082577308	[0.02, 0.3899999999999999, 0.01]	"[2.61974937e-17 3.03325020e-17 7.40744757e-19 2.50994882e-01
 7.49005118e-01 2.70222069e-17 4.29061975e-17]"	8.90774393081665
212	0.12495506223372765	[0.02, 0.3899999999999999, 0.02]	"[9.44064964e-17 7.07509822e-18 0.00000000e+00 2.47777828e-01
 7.52222172e-01 0.00000000e+00 1.51951823e-17]"	16.370901107788086
213	0.12470919629453171	[0.02, 0.3999999999999998, 0.0]	"[0.         0.         0.         0.25913142 0.74086858 0.
 0.        ]"	8.562624216079712
214	0.12513842896684638	[0.02, 0.3999999999999998, 0.01]	"[0.00000000e+00 3.45820195e-17 0.00000000e+00 2.55730190e-01
 7.44269810e-01 0.00000000e+00 0.00000000e+00]"	6.62319016456604
215	0.12549152638222524	[0.02, 0.3999999999999998, 0.02]	"[1.96324377e-16 2.60953342e-17 2.56101968e-17 2.52054230e-01
 7.47945770e-01 9.96481066e-17 3.95351395e-16]"	6.538187742233276
216	0.12531434408229988	[0.02, 0.4099999999999998, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.63592582e-01
 7.36407418e-01 0.00000000e+00 3.26266115e-17]"	7.218316078186035
217	0.12567139038512296	[0.02, 0.4099999999999998, 0.01]	"[0.         0.         0.         0.26016676 0.73983324 0.
 0.        ]"	6.670459270477295
218	0.12595219443028022	[0.02, 0.4099999999999998, 0.02]	"[2.15217227e-20 0.00000000e+00 7.28739368e-20 2.56443850e-01
 7.43556150e-01 2.10470799e-17 1.30240444e-19]"	8.435629606246948
219	0.12584374829207096	[0.02, 0.4199999999999998, 0.0]	"[8.92195902e-19 8.38393487e-18 5.37573301e-17 2.68098301e-01
 7.31901699e-01 4.88890396e-17 1.51680866e-17]"	8.026082515716553
220	0.12612872866148958	[0.02, 0.4199999999999998, 0.01]	"[0.00000000e+00 2.53278781e-18 7.49163053e-18 2.64409957e-01
 7.35590043e-01 9.44811367e-17 0.00000000e+00]"	5.723906755447388
221	0.12633734664202706	[0.02, 0.4199999999999998, 0.02]	"[0.00000000e+00 0.00000000e+00 1.55494756e-17 2.60438347e-01
 7.39561653e-01 1.36997464e-17 1.96771094e-16]"	7.134904146194458
222	0.12629769918571346	[0.02, 0.4299999999999998, 0.0]	"[2.65972584e-17 3.22191447e-18 9.24375682e-18 2.72322167e-01
 7.27677833e-01 3.03213069e-17 3.08557520e-17]"	7.655233860015869
223	0.12651071733662814	[0.02, 0.4299999999999998, 0.01]	"[4.70859192e-17 8.56141800e-17 8.91169516e-18 2.68349970e-01
 7.31650030e-01 7.22534978e-17 6.51164879e-17]"	7.907776832580566
224	0.1266472420173926	[0.02, 0.4299999999999998, 0.02]	"[3.00925673e-17 0.00000000e+00 6.02603454e-17 2.64017324e-01
 7.35982676e-01 4.90161479e-17 2.28195460e-16]"	6.353488445281982
225	0.12667646961611106	[0.02, 0.43999999999999984, 0.0]	"[0.00000000e+00 8.61661623e-18 1.30037972e-16 2.76392539e-01
 7.23607461e-01 0.00000000e+00 0.00000000e+00]"	6.427173852920532
226	0.12681761426686333	[0.02, 0.43999999999999984, 0.01]	"[1.85490636e-17 0.00000000e+00 0.00000000e+00 2.72100248e-01
 7.27899752e-01 0.00000000e+00 0.00000000e+00]"	6.14337682723999
227	0.1268821172937566	[0.02, 0.43999999999999984, 0.02]	"[1.18486024e-16 0.00000000e+00 9.02616546e-17 2.67786755e-01
 7.32213245e-01 4.02347709e-17 2.28263770e-16]"	6.6045074462890625
228	0.12698031311034857	[0.02, 0.44999999999999984, 0.0]	"[0.00000000e+00 1.43355265e-17 0.00000000e+00 2.79991522e-01
 7.20008478e-01 0.00000000e+00 0.00000000e+00]"	6.943605422973633
229	0.12704965960401915	[0.02, 0.44999999999999984, 0.01]	"[6.43797681e-18 7.56737367e-17 7.23178906e-17 2.75652214e-01
 7.24347786e-01 8.08413214e-17 4.30877586e-17]"	8.008273124694824
230	0.1270422116750748	[0.02, 0.44999999999999984, 0.02]	"[7.69522130e-17 1.65619237e-17 3.42449415e-17 2.70710980e-01
 7.29289020e-01 1.46648315e-17 2.26783023e-16]"	5.644998788833618
231	0.12720947020690165	[0.02, 0.45999999999999985, 0.0]	"[3.83960055e-17 0.00000000e+00 1.01922185e-17 2.83639998e-01
 7.16360002e-01 0.00000000e+00 3.61201080e-17]"	7.466306924819946
232	0.1272070779300049	[0.02, 0.45999999999999985, 0.01]	"[0.00000000e+00 8.44387948e-17 8.47182398e-17 2.79011065e-01
 7.20988935e-01 4.91068760e-17 1.59926138e-16]"	7.3244922161102295
233	0.1271277079807317	[0.02, 0.45999999999999985, 0.02]	"[0.00000000e+00 4.63004396e-17 8.45820345e-17 2.74241799e-01
 7.25758201e-01 3.31438074e-17 0.00000000e+00]"	7.049946546554565
234	0.12736416444368415	[0.02, 0.46999999999999986, 0.0]	"[4.64605686e-20 0.00000000e+00 0.00000000e+00 2.87020092e-01
 7.12979908e-01 3.70394669e-21 1.32652533e-19]"	7.455549240112305
235	0.127290078875214	[0.02, 0.46999999999999986, 0.01]	"[5.89064319e-17 0.00000000e+00 0.00000000e+00 2.82189029e-01
 7.17810971e-01 4.44277340e-18 1.56053157e-16]"	6.1945788860321045
236	0.1271388397228958	[0.02, 0.46999999999999986, 0.02]	"[0.00000000e+00 2.18320590e-25 1.74999689e-25 2.76752782e-01
 7.23247218e-01 2.14764124e-25 0.00000000e+00]"	6.431196212768555
237	0.12744460485198697	[0.02, 0.47999999999999976, 0.0]	"[1.50758982e-17 6.17292543e-18 0.00000000e+00 2.90089771e-01
 7.09910229e-01 2.69778275e-17 4.30520793e-31]"	7.578351736068726
238	0.12729885768649393	[0.02, 0.47999999999999976, 0.01]	"[2.97738657e-17 1.05204341e-17 0.00000000e+00 2.85137177e-01
 7.14862823e-01 3.58361688e-17 0.00000000e+00]"	6.2749552726745605
239	0.12707574789217518	[0.02, 0.47999999999999976, 0.02]	"[5.38134268e-23 4.75406789e-23 2.35663225e-23 2.79721635e-01
 7.20278365e-01 9.78274609e-24 1.25311149e-22]"	6.467822074890137
240	0.1274509863079294	[0.02, 0.48999999999999977, 0.0]	"[1.32303382e-16 0.00000000e+00 0.00000000e+00 2.93282731e-01
 7.06717269e-01 3.13951120e-17 1.42951502e-16]"	6.36568284034729
241	0.127233596033686	[0.02, 0.48999999999999977, 0.01]	"[0.         0.         0.         0.28787398 0.71212602 0.
 0.        ]"	5.6788835525512695
242	0.12693862508673343	[0.02, 0.48999999999999977, 0.02]	"[0.         0.         0.         0.28259213 0.71740787 0.
 0.        ]"	5.606276273727417
243	0.12738348850357878	[0.02, 0.4999999999999998, 0.0]	"[0.00000000e+00 2.44065802e-17 6.66907888e-18 2.95927128e-01
 7.04072872e-01 1.74269238e-17 1.71503750e-17]"	7.855201482772827
244	0.1270944669042811	[0.02, 0.4999999999999998, 0.01]	"[0.00000000e+00 7.23234108e-18 0.00000000e+00 2.90817666e-01
 7.09182334e-01 0.00000000e+00 0.00000000e+00]"	5.610070466995239
245	0.12672762546935237	[0.02, 0.4999999999999998, 0.02]	"[7.55166900e-18 7.45452319e-17 4.36548279e-17 2.84951616e-01
 7.15048384e-01 3.60439500e-18 7.12315982e-18]"	8.029994487762451
246	0.07151705968440344	[0.03, 0.1, 0.0]	"[2.58604494e-02 8.55622504e-17 1.98427420e-15 0.00000000e+00
 9.74139551e-01 3.32940382e-15 1.10498729e-15]"	13.362138748168945
247	0.07396184831222821	[0.03, 0.1, 0.01]	"[4.17171874e-02 4.81926899e-17 2.38396683e-17 0.00000000e+00
 9.58282813e-01 7.08437681e-17 1.31363063e-16]"	11.383113384246826
