idx	v_val	p_in	v_vec	time
1487	0.10223660737959174	[0.13, 0.13, 0.02]	"[1.21097949e-01 8.11412992e-17 2.63977899e-17 1.03411897e-16
 8.78902051e-01 0.00000000e+00 1.11388932e-16]"	6.2754576206207275
1488	0.10250370960837141	[0.13, 0.13999999999999999, 0.0]	"[9.90730549e-02 4.00635333e-17 1.49256716e-19 5.56776335e-18
 9.00926945e-01 3.18503217e-21 0.00000000e+00]"	11.241889476776123
1489	0.10368984344046932	[0.13, 0.13999999999999999, 0.01]	"[1.04564007e-01 0.00000000e+00 0.00000000e+00 1.39447180e-16
 8.95435993e-01 0.00000000e+00 8.48641771e-30]"	6.373090505599976
1490	0.10479851290283847	[0.13, 0.13999999999999999, 0.02]	"[1.09635333e-01 7.32418781e-18 3.59200898e-17 6.35001251e-17
 8.90364667e-01 1.13483696e-21 5.89074630e-17]"	7.927232265472412
1491	0.10498001652938684	[0.13, 0.14999999999999997, 0.0]	"[8.84180570e-02 9.22599261e-17 0.00000000e+00 0.00000000e+00
 9.11581943e-01 0.00000000e+00 9.77207869e-17]"	10.728550910949707
1492	0.10612866306244431	[0.13, 0.14999999999999997, 0.01]	"[9.37866641e-02 0.00000000e+00 0.00000000e+00 1.25277554e-16
 9.06213336e-01 0.00000000e+00 2.14014826e-17]"	8.337703466415405
1493	0.1071983175109749	[0.13, 0.14999999999999997, 0.02]	"[9.87639628e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.01236037e-01 0.00000000e+00 5.53495418e-22]"	7.746599435806274
1494	0.10730571907547853	[0.13, 0.15999999999999998, 0.0]	"[7.83517880e-02 2.14902803e-17 4.94443930e-17 1.85259963e-16
 9.21648212e-01 6.58420274e-17 6.59258863e-17]"	7.7465009689331055
1495	0.10841447134446455	[0.13, 0.15999999999999998, 0.01]	"[8.36592715e-02 4.14168230e-17 1.21207716e-17 3.85178474e-21
 9.16340728e-01 0.00000000e+00 3.48152604e-17]"	7.67296290397644
1496	0.10944277438650346	[0.13, 0.15999999999999998, 0.02]	"[8.85568997e-02 0.00000000e+00 1.05416023e-17 0.00000000e+00
 9.11443100e-01 2.12658200e-17 0.00000000e+00]"	12.392142295837402
1497	0.10948652609910305	[0.13, 0.16999999999999998, 0.0]	"[6.88453494e-02 0.00000000e+00 0.00000000e+00 3.00360761e-16
 9.31154651e-01 2.68833241e-17 9.77888295e-17]"	10.276156902313232
1498	0.11055310505784995	[0.13, 0.16999999999999998, 0.01]	"[7.40303047e-02 9.26561946e-18 0.00000000e+00 0.00000000e+00
 9.25969695e-01 0.00000000e+00 2.72128842e-17]"	10.005980253219604
1499	0.11153784464161007	[0.13, 0.16999999999999998, 0.02]	"[7.88222195e-02 1.14462228e-21 3.24824140e-22 2.09443707e-21
 9.21177780e-01 2.91822174e-17 3.40971624e-17]"	6.976562261581421
1500	0.1115275122461801	[0.13, 0.17999999999999997, 0.0]	"[5.98058571e-02 7.71873756e-17 0.00000000e+00 2.37083881e-17
 9.40194143e-01 0.00000000e+00 0.00000000e+00]"	7.713197231292725
1501	0.11254975547063366	[0.13, 0.17999999999999997, 0.01]	"[6.48842145e-02 4.15141573e-17 0.00000000e+00 0.00000000e+00
 9.35115785e-01 7.10406548e-17 1.13630434e-16]"	7.6839025020599365
1502	0.1134888306758473	[0.13, 0.17999999999999997, 0.02]	"[6.96094168e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.30390583e-01 3.41401629e-17 0.00000000e+00]"	11.158644199371338
1503	0.11343322129273592	[0.13, 0.18999999999999995, 0.0]	"[5.11689083e-02 1.76948435e-16 8.05147282e-17 6.32299224e-15
 9.48831092e-01 9.00429718e-16 1.19850767e-15]"	12.715357303619385
1504	0.11440907336428269	[0.13, 0.18999999999999995, 0.01]	"[5.61617442e-02 3.16494828e-19 0.00000000e+00 0.00000000e+00
 9.43838256e-01 0.00000000e+00 0.00000000e+00]"	7.9206178188323975
1505	0.11530048721530163	[0.13, 0.18999999999999995, 0.02]	"[6.07958767e-02 6.27712684e-19 0.00000000e+00 0.00000000e+00
 9.39204123e-01 3.06693601e-17 1.10025187e-17]"	25.370294094085693
1506	0.11520774985716722	[0.13, 0.19999999999999996, 0.0]	"[4.29303278e-02 0.00000000e+00 2.05423472e-16 2.88234283e-16
 9.57069672e-01 2.91344190e-17 3.63147913e-16]"	9.405459880828857
1507	0.11613525396903862	[0.13, 0.19999999999999996, 0.01]	"[0.04785462 0.         0.         0.         0.95214538 0.
 0.        ]"	7.727210998535156
1508	0.11697710414717664	[0.13, 0.19999999999999996, 0.02]	[0.0523713 0.        0.        0.        0.9476287 0.        0.       ]	9.473703622817993
1509	0.11685481356591951	[0.13, 0.20999999999999996, 0.0]	"[3.50398799e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.64960120e-01 0.00000000e+00 1.62396207e-16]"	6.291601896286011
1510	0.1177321033434002	[0.13, 0.20999999999999996, 0.01]	"[0.03982992 0.         0.         0.         0.96017008 0.
 0.        ]"	10.020750999450684
1511	0.11852257674488072	[0.13, 0.20999999999999996, 0.02]	"[4.42870956e-02 9.67748462e-17 4.02850607e-17 0.00000000e+00
 9.55712904e-01 1.85820147e-17 2.18931649e-17]"	7.50051736831665
1512	0.11837780165540016	[0.13, 0.21999999999999995, 0.0]	"[2.74728746e-02 0.00000000e+00 6.96731853e-16 0.00000000e+00
 9.72527125e-01 1.20164692e-15 0.00000000e+00]"	9.928309917449951
1513	0.11920309647874897	[0.13, 0.21999999999999995, 0.01]	"[3.21755176e-02 4.34889733e-17 1.71657618e-16 7.66701590e-16
 9.67824482e-01 1.53687072e-16 1.68877908e-16]"	17.337857723236084
1514	0.1199404615662635	[0.13, 0.21999999999999995, 0.02]	"[3.65259784e-02 1.13438592e-18 7.08853921e-17 2.81325782e-16
 9.63474022e-01 3.80534760e-17 5.03806938e-16]"	7.328557968139648
1515	0.11977982144754981	[0.13, 0.22999999999999995, 0.0]	"[2.01851945e-02 7.21036787e-17 0.00000000e+00 4.36004578e-16
 9.79814806e-01 7.96338573e-18 6.99883825e-18]"	7.651571273803711
1516	0.1205514199628012	[0.13, 0.22999999999999995, 0.01]	"[2.48021350e-02 3.26848386e-17 0.00000000e+00 1.70190778e-16
 9.75197865e-01 1.40020370e-17 7.46057458e-17]"	5.692113637924194
1517	0.12123402266368798	[0.13, 0.22999999999999995, 0.02]	"[2.90584288e-02 0.00000000e+00 0.00000000e+00 2.17307897e-16
 9.70941571e-01 6.11340957e-17 0.00000000e+00]"	8.060721397399902
1518	0.1210637356046821	[0.13, 0.23999999999999994, 0.0]	"[1.31514237e-02 0.00000000e+00 0.00000000e+00 2.15142646e-16
 9.86848576e-01 2.57900078e-17 0.00000000e+00]"	6.843007326126099
1519	0.12178001127372988	[0.13, 0.23999999999999994, 0.01]	"[1.77091635e-02 2.86984211e-21 2.78117287e-21 1.12848771e-21
 9.82290836e-01 5.34915436e-21 1.11663204e-14]"	7.522759675979614
1520	0.1224062698643058	[0.13, 0.23999999999999994, 0.02]	"[2.18500790e-02 1.82891794e-20 7.15917327e-17 1.51358726e-20
 9.78149921e-01 2.10998500e-17 3.14077344e-17]"	5.938843727111816
1521	0.122232192754238	[0.13, 0.24999999999999992, 0.0]	"[6.40996508e-03 1.71060287e-20 3.46762514e-20 1.35389556e-16
 9.93590035e-01 2.93540527e-20 3.01540771e-17]"	6.933764934539795
1522	0.12289158822670172	[0.13, 0.24999999999999992, 0.01]	"[1.07937931e-02 8.47739227e-20 1.39709573e-16 1.10824669e-18
 9.89206207e-01 5.82775164e-17 2.15865877e-19]"	8.25337028503418
1523	0.12345999089971016	[0.13, 0.24999999999999992, 0.02]	"[1.48930140e-02 5.51000069e-15 1.61959365e-14 1.20100961e-13
 9.85106986e-01 1.89904516e-14 5.24605402e-14]"	6.417484521865845
1524	0.12328766273138535	[0.13, 0.2599999999999999, 0.0]	"[1.34923423e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	5.165777921676636
1525	0.12388867961483659	[0.13, 0.2599999999999999, 0.01]	"[4.16336050e-03 1.67498437e-16 1.46580896e-16 6.87285463e-17
 9.95836639e-01 1.30023877e-16 5.54338924e-17]"	8.061978340148926
1526	0.12439777824330973	[0.13, 0.2599999999999999, 0.02]	"[8.14109148e-03 1.10572916e-16 6.71383523e-17 2.06354320e-16
 9.91858909e-01 6.56267750e-17 6.15236173e-17]"	8.299821615219116
1527	0.12424815839282162	[0.13, 0.2699999999999999, 0.0]	[0. 0. 0. 0. 1. 0. 0.]	4.715811491012573
1528	0.12477559388784651	[0.13, 0.2699999999999999, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	4.719655513763428
1529	0.12522205233161904	[0.13, 0.2699999999999999, 0.02]	"[1.61246986e-03 9.14114577e-18 0.00000000e+00 0.00000000e+00
 9.98387530e-01 3.46924347e-18 0.00000000e+00]"	9.836498737335205
1530	0.12512865405425785	[0.13, 0.2799999999999999, 0.0]	"[2.45649046e-16 9.00923344e-18 7.47084931e-17 0.00000000e+00
 1.00000000e+00 2.05366239e-17 0.00000000e+00]"	4.1468119621276855
1531	0.12557608954928282	[0.13, 0.2799999999999999, 0.01]	"[1.18560292e-16 5.50686197e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 5.63788462e-18 1.49983412e-16]"	4.12767481803894
1532	0.12594352504430767	[0.13, 0.2799999999999999, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	11.479740858078003
1533	0.12592914971569405	[0.13, 0.2899999999999999, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 1.87288169e-15]"	4.673634767532349
1534	0.12629658521071904	[0.13, 0.2899999999999999, 0.01]	"[2.46905628e-17 0.00000000e+00 0.00000000e+00 3.46357552e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.172010660171509
1535	0.12658402070574426	[0.13, 0.2899999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 2.87224246e-16 2.85459279e-16]"	5.219812631607056
1536	0.1266496453771212	[0.13, 0.29999999999999993, 0.0]	"[7.84764522e-15 5.89114967e-16 1.88149023e-15 1.27925303e-13
 1.00000000e+00 1.67913142e-15 3.89789581e-15]"	4.697367906570435
1537	0.12693708087215527	[0.13, 0.29999999999999993, 0.01]	"[0.00000000e+00 0.00000000e+00 7.87541128e-17 4.72793459e-16
 1.00000000e+00 8.71460217e-17 1.61097591e-16]"	4.225395441055298
1538	0.1271445163671802	[0.13, 0.29999999999999993, 0.02]	"[0.00000000e+00 2.90416645e-17 8.86093309e-18 3.37626507e-17
 1.00000000e+00 0.00000000e+00 5.26715820e-17]"	4.087301015853882
1539	0.12729014103856665	[0.13, 0.30999999999999994, 0.0]	"[0.00000000e+00 2.08809301e-17 1.32817812e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	9.777467727661133
1540	0.12749757653359156	[0.13, 0.30999999999999994, 0.01]	"[1.71392391e-16 6.20982460e-17 4.93206344e-17 8.65211870e-17
 1.00000000e+00 5.61698974e-17 8.44437079e-17]"	4.126715660095215
1541	0.12762501202861593	[0.13, 0.30999999999999994, 0.02]	"[4.44660890e-15 0.00000000e+00 2.18084915e-17 0.00000000e+00
 1.00000000e+00 6.93889390e-18 0.00000000e+00]"	6.066290378570557
1542	0.12785063670000285	[0.13, 0.3199999999999999, 0.0]	"[7.52287728e-17 1.76314992e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.218491792678833
1543	0.12797807219502777	[0.13, 0.3199999999999999, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 9.77326797e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.155474662780762
1544	0.1280255076900527	[0.13, 0.3199999999999999, 0.02]	"[0.00000000e+00 3.09663001e-17 6.99475454e-18 0.00000000e+00
 1.00000000e+00 4.52248736e-17 9.62265995e-17]"	4.105722427368164
1545	0.12833113236143912	[0.13, 0.32999999999999985, 0.0]	"[1.98580737e-17 1.13681102e-16 6.81095130e-17 0.00000000e+00
 1.00000000e+00 8.94739187e-17 1.56662863e-16]"	4.226160049438477
1546	0.128378567856464	[0.13, 0.32999999999999985, 0.01]	"[6.00041531e-17 1.08322835e-17 6.27656791e-17 4.69808271e-17
 1.00000000e+00 3.05293507e-17 1.35838017e-17]"	3.7147319316864014
1547	0.1283460033514889	[0.13, 0.32999999999999985, 0.02]	"[2.04824736e-16 7.01300219e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 1.28052362e-17 0.00000000e+00]"	4.14238715171814
1548	0.12873162802287536	[0.13, 0.33999999999999986, 0.0]	"[1.73222117e-16 9.60603956e-17 8.93168087e-17 1.80287685e-16
 1.00000000e+00 9.02819706e-18 2.25265048e-16]"	5.016202926635742
1549	0.1286990635179003	[0.13, 0.33999999999999986, 0.01]	"[0.00000000e+00 9.48540216e-18 1.72569248e-17 5.25831233e-17
 1.00000000e+00 2.71777371e-17 1.51519582e-17]"	3.642859935760498
1550	0.12858649901292515	[0.13, 0.33999999999999986, 0.02]	"[1.92398486e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 4.39965673e-17 6.43090663e-17]"	3.664854049682617
1551	0.12905212368431696	[0.13, 0.34999999999999987, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.34261321e-15
 1.00000000e+00 3.65030530e-16 0.00000000e+00]"	4.658236742019653
1552	0.12893955917933653	[0.13, 0.34999999999999987, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	3.6154472827911377
1553	0.12874699467436676	[0.13, 0.34999999999999987, 0.02]	"[0.00000000e+00 0.00000000e+00 1.23678343e-14 2.40937836e-13
 1.00000000e+00 5.72498358e-15 5.45459725e-14]"	4.121995687484741
1554	0.12929261934574707	[0.13, 0.3599999999999999, 0.0]	"[3.12055963e-15 4.19545255e-18 0.00000000e+00 5.88464207e-15
 1.00000000e+00 2.09960781e-17 0.00000000e+00]"	4.868661165237427
1555	0.12910005484077278	[0.13, 0.3599999999999999, 0.01]	"[0.00000000e+00 5.05109631e-19 0.00000000e+00 0.00000000e+00
 1.00000000e+00 7.62898643e-18 3.48208694e-18]"	3.6508138179779053
1556	0.1288274903357907	[0.13, 0.3599999999999999, 0.02]	"[1.20646699e-13 1.31648528e-16 4.84081268e-16 0.00000000e+00
 1.00000000e+00 0.00000000e+00 2.85404438e-15]"	4.217010974884033
1557	0.12945311500718415	[0.13, 0.3699999999999999, 0.0]	"[2.81240612e-17 5.62326503e-17 2.37962857e-17 0.00000000e+00
 1.00000000e+00 2.63778725e-17 6.68459173e-18]"	4.236560344696045
1558	0.12918055050220906	[0.13, 0.3699999999999999, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	3.632648229598999
1559	0.12882798599723394	[0.13, 0.3699999999999999, 0.02]	"[0.00000000e+00 0.00000000e+00 3.68503776e-18 1.21022447e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.680131673812866
1560	0.12953361066861668	[0.13, 0.3799999999999999, 0.0]	"[1.90558065e-16 0.00000000e+00 0.00000000e+00 3.64179869e-14
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	4.717061996459961
1561	0.1291810461636453	[0.13, 0.3799999999999999, 0.01]	"[2.23643628e-16 0.00000000e+00 0.00000000e+00 2.84198778e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.682645797729492
1562	0.12874848165867017	[0.13, 0.3799999999999999, 0.02]	"[0.00000000e+00 2.67549192e-17 3.76697933e-17 0.00000000e+00
 1.00000000e+00 2.75801819e-17 0.00000000e+00]"	3.717108726501465
1563	0.12953410633005666	[0.13, 0.3899999999999999, 0.0]	"[2.22955416e-16 6.37075407e-17 2.11831598e-17 2.57273226e-16
 1.00000000e+00 1.32157038e-17 6.13600288e-17]"	4.255454063415527
1564	0.12910154182508154	[0.13, 0.3899999999999999, 0.01]	"[4.01390284e-17 1.79810264e-18 0.00000000e+00 8.15945714e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.5784382820129395
1565	0.1285889773201174	[0.13, 0.3899999999999999, 0.02]	"[1.03698746e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 4.23600578e-16 0.00000000e+00]"	4.145266532897949
1566	0.12945460199149292	[0.13, 0.3999999999999998, 0.0]	"[1.56975489e-16 1.25858601e-17 2.00378787e-17 0.00000000e+00
 1.00000000e+00 8.74404986e-18 4.13550745e-17]"	4.160521030426025
1567	0.1289420374865178	[0.13, 0.3999999999999998, 0.01]	"[6.60391604e-17 0.00000000e+00 5.12436864e-18 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.60092830657959
1568	0.1283494729815427	[0.13, 0.3999999999999998, 0.02]	"[5.60835749e-17 0.00000000e+00 0.00000000e+00 7.50041643e-17
 1.00000000e+00 0.00000000e+00 1.48167611e-17]"	3.6819205284118652
1569	0.1292950976529337	[0.13, 0.4099999999999998, 0.0]	"[1.77843212e-16 0.00000000e+00 1.98768425e-17 6.69018928e-17
 1.00000000e+00 6.86222873e-16 1.03187811e-16]"	18.967190265655518
1570	0.12870253314795407	[0.13, 0.4099999999999998, 0.01]	[0. 0. 0. 0. 1. 0. 0.]	3.849519729614258
1571	0.12802996864297897	[0.13, 0.4099999999999998, 0.02]	[0. 0. 0. 0. 1. 0. 0.]	6.432181119918823
1572	0.12905559331436542	[0.13, 0.4199999999999998, 0.0]	[0. 0. 0. 0. 1. 0. 0.]	3.7752554416656494
1573	0.1283830288093903	[0.13, 0.4199999999999998, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 7.60212174e-19 0.00000000e+00]"	3.2720420360565186
1574	0.12763046430441521	[0.13, 0.4199999999999998, 0.02]	"[6.43724416e-17 0.00000000e+00 2.27271904e-17 0.00000000e+00
 1.00000000e+00 6.87206476e-18 0.00000000e+00]"	3.28141188621521
1575	0.12873608897580166	[0.13, 0.4299999999999998, 0.0]	"[0.00000000e+00 9.15153515e-17 2.68791637e-17 0.00000000e+00
 1.00000000e+00 1.59304303e-17 1.28362295e-16]"	3.776400089263916
1576	0.1279835244708265	[0.13, 0.4299999999999998, 0.01]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 9.27325211e-16 0.00000000e+00]"	3.7161407470703125
1577	0.1271509599658515	[0.13, 0.4299999999999998, 0.02]	"[5.51027713e-17 0.00000000e+00 1.20789261e-17 2.32695722e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.2813501358032227
1578	0.12833658463723793	[0.13, 0.43999999999999984, 0.0]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 6.54488006e-17
 1.00000000e+00 8.32014252e-18 0.00000000e+00]"	3.7058587074279785
1579	0.1275040201322628	[0.13, 0.43999999999999984, 0.01]	"[3.25597125e-17 3.75180812e-17 3.97950282e-17 0.00000000e+00
 1.00000000e+00 0.00000000e+00 7.43842492e-18]"	3.2930028438568115
1580	0.1265914556272877	[0.13, 0.43999999999999984, 0.02]	"[0.00000000e+00 5.91007213e-17 1.61120532e-17 6.58964756e-17
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.401191234588623
1581	0.12785708029867415	[0.13, 0.44999999999999984, 0.0]	"[0.00000000e+00 0.00000000e+00 5.60931315e-18 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.783311128616333
1582	0.1269445157936991	[0.13, 0.44999999999999984, 0.01]	"[0.00000000e+00 0.00000000e+00 8.83670177e-17 1.58827564e-16
 1.00000000e+00 1.28504282e-17 0.00000000e+00]"	3.2337653636932373
1583	0.12595195128872397	[0.13, 0.44999999999999984, 0.02]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 6.87144772e-17]"	3.2914981842041016
1584	0.1272975759601104	[0.13, 0.45999999999999985, 0.0]	"[2.61931568e-16 5.20627524e-17 3.00401706e-17 0.00000000e+00
 1.00000000e+00 6.25570160e-17 0.00000000e+00]"	3.7756645679473877
1585	0.1263050114551353	[0.13, 0.45999999999999985, 0.01]	"[5.29298746e-17 0.00000000e+00 0.00000000e+00 1.96217801e-16
 1.00000000e+00 0.00000000e+00 0.00000000e+00]"	3.218264579772949
1586	0.1252324469501602	[0.13, 0.45999999999999985, 0.02]	"[3.18304782e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 1.06313708e-16]"	3.3497233390808105
1587	0.12665807162154663	[0.13, 0.46999999999999986, 0.0]	"[0.00000000e+00 7.22343778e-17 5.36101383e-18 0.00000000e+00
 1.00000000e+00 6.71760421e-17 8.99899475e-17]"	3.7646243572235107
1588	0.12558550711652552	[0.13, 0.46999999999999986, 0.01]	"[9.96653456e-15 2.05618672e-15 2.82557308e-15 5.10263922e-13
 1.00000000e+00 2.16035161e-15 1.61900447e-15]"	3.7625389099121094
1589	0.12443294261159644	[0.13, 0.46999999999999986, 0.02]	"[0.00000000e+00 7.78796810e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 4.39461246e-18 6.34159157e-17]"	3.270253896713257
1590	0.12593856728298292	[0.13, 0.47999999999999976, 0.0]	"[0.00000000e+00 3.45214695e-17 5.43798474e-17 0.00000000e+00
 1.00000000e+00 2.36551950e-17 1.94114933e-16]"	3.70196270942688
1591	0.12478600277800783	[0.13, 0.47999999999999976, 0.01]	"[0.00000000e+00 6.65303777e-17 1.02241860e-17 8.90172483e-17
 1.00000000e+00 0.00000000e+00 9.52536533e-17]"	3.280789375305176
1592	0.12355343827302219	[0.13, 0.47999999999999976, 0.02]	"[1.18354712e-15 6.03353410e-16 1.36404619e-15 1.11858090e-13
 1.00000000e+00 1.29631898e-15 5.71723146e-15]"	3.8100404739379883
1593	0.1251390629444192	[0.13, 0.48999999999999977, 0.0]	"[6.62462110e-17 1.96230635e-17 9.11907496e-18 1.09783893e-16
 1.00000000e+00 1.89412179e-17 0.00000000e+00]"	3.811115264892578
1594	0.12390649843944405	[0.13, 0.48999999999999977, 0.01]	"[9.82123309e-18 1.15795600e-17 3.87439525e-17 0.00000000e+00
 1.00000000e+00 4.03119592e-17 6.58180541e-17]"	3.294511079788208
1595	0.12259393393446899	[0.13, 0.48999999999999977, 0.02]	"[0.00000000e+00 1.10320681e-16 3.12538697e-17 0.00000000e+00
 1.00000000e+00 4.09394024e-17 1.95409203e-16]"	3.289550304412842
1596	0.12425955860585543	[0.13, 0.4999999999999998, 0.0]	"[0.00000000e+00 4.50544960e-17 2.24406757e-17 9.57364470e-17
 1.00000000e+00 3.73177046e-17 1.56478128e-16]"	3.691718101501465
1597	0.12294699410088032	[0.13, 0.4999999999999998, 0.01]	"[4.01241219e-18 6.21425816e-17 0.00000000e+00 0.00000000e+00
 1.00000000e+00 3.67310087e-17 0.00000000e+00]"	3.287139415740967
1598	0.12155442959590523	[0.13, 0.4999999999999998, 0.02]	"[2.96131668e-17 0.00000000e+00 1.26064019e-17 3.98216951e-17
 1.00000000e+00 0.00000000e+00 3.27541796e-17]"	3.3816959857940674
1599	0.09230483952613205	[0.14, 0.1, 0.0]	"[1.57079434e-01 0.00000000e+00 0.00000000e+00 3.55167000e-17
 8.42920566e-01 1.38777878e-17 2.87812216e-17]"	9.515992879867554
1600	0.09353990845767922	[0.14, 0.1, 0.01]	"[1.62441756e-01 1.79648316e-16 1.54866227e-16 3.99504193e-16
 8.37558244e-01 1.50688616e-18 1.87687113e-16]"	7.792601108551025
1601	0.09470721111469871	[0.14, 0.1, 0.02]	"[1.67438279e-01 0.00000000e+00 0.00000000e+00 6.44344195e-17
 8.32561721e-01 0.00000000e+00 3.97092153e-17]"	7.756139039993286
1602	0.09544667052558714	[0.14, 0.11, 0.0]	"[1.42921968e-01 2.20678736e-16 1.40551598e-16 0.00000000e+00
 8.57078032e-01 6.60204076e-17 0.00000000e+00]"	4.747026443481445
1603	0.09665354440542948	[0.14, 0.11, 0.01]	"[1.48246389e-01 5.05377238e-21 3.99609234e-17 5.61228006e-17
 8.51753611e-01 0.00000000e+00 0.00000000e+00]"	8.89911413192749
1604	0.0977908313651874	[0.14, 0.11, 0.02]	"[1.53173481e-01 1.39240709e-16 0.00000000e+00 0.00000000e+00
 8.46826519e-01 5.34627392e-16 0.00000000e+00]"	8.378347635269165
1605	0.09840141227500514	[0.14, 0.12, 0.0]	"[1.29850653e-01 7.18828483e-18 7.73740858e-17 1.65708175e-16
 8.70149347e-01 8.85677094e-17 3.06985334e-17]"	8.860678911209106
1606	0.09957711040428445	[0.14, 0.12, 0.01]	"[1.35024056e-01 7.12553507e-17 3.17047863e-17 1.34621479e-16
 8.64975944e-01 0.00000000e+00 3.39800197e-17]"	5.29575777053833
1607	0.10068149546000942	[0.14, 0.12, 0.02]	"[1.39836165e-01 2.47791719e-17 1.44409683e-17 2.60403665e-17
 8.60163835e-01 4.22111527e-17 0.00000000e+00]"	6.029973268508911
1608	0.10117942633953754	[0.14, 0.13, 0.0]	"[1.17623950e-01 1.64420605e-17 1.22234595e-16 0.00000000e+00
 8.82376050e-01 9.82951999e-18 0.00000000e+00]"	5.341516971588135
1609	0.10232115763835403	[0.14, 0.13, 0.01]	"[1.22772130e-01 1.38594319e-16 0.00000000e+00 0.00000000e+00
 8.77227870e-01 7.36271459e-17 6.94486789e-17]"	6.2788286209106445
1610	0.10338993380291778	[0.14, 0.13, 0.02]	"[1.27543377e-01 0.00000000e+00 3.94422307e-17 0.00000000e+00
 8.72456623e-01 0.00000000e+00 0.00000000e+00]"	6.291063547134399
1611	0.10378956119661797	[0.14, 0.13999999999999999, 0.0]	"[1.06169986e-01 2.41357007e-17 1.88989643e-17 0.00000000e+00
 8.93830014e-01 0.00000000e+00 0.00000000e+00]"	6.746920585632324
1612	0.10489470432167251	[0.14, 0.13999999999999999, 0.01]	"[1.11224632e-01 1.41526038e-16 1.81344477e-16 0.00000000e+00
 8.88775368e-01 1.20103930e-16 0.00000000e+00]"	6.661408185958862
1613	0.10592532869233894	[0.14, 0.13999999999999999, 0.02]	"[1.15903082e-01 5.65444815e-20 0.00000000e+00 0.00000000e+00
 8.84096918e-01 7.17442313e-19 0.00000000e+00]"	9.037381887435913
1614	0.10623946480168228	[0.14, 0.14999999999999997, 0.0]	"[9.54151820e-02 0.00000000e+00 1.70338602e-17 1.07549256e-16
 9.04584818e-01 0.00000000e+00 0.00000000e+00]"	6.271177053451538
1615	0.10730554920796473	[0.14, 0.14999999999999997, 0.01]	"[1.00356678e-01 3.00582708e-17 0.00000000e+00 2.82663534e-16
 8.99643322e-01 1.44350145e-16 0.00000000e+00]"	8.669002056121826
1616	0.10829562256090243	[0.14, 0.14999999999999997, 0.02]	"[1.04961076e-01 9.69298114e-18 2.50324472e-17 1.35577551e-16
 8.95038924e-01 2.34690564e-17 1.56933016e-16]"	7.466397285461426
1617	0.10853581669419275	[0.14, 0.15999999999999998, 0.0]	"[8.52170136e-02 7.62935417e-18 0.00000000e+00 0.00000000e+00
 9.14782986e-01 0.00000000e+00 0.00000000e+00]"	6.124946117401123
1618	0.10956050774851601	[0.14, 0.15999999999999998, 0.01]	"[9.00899387e-02 0.00000000e+00 1.01872872e-16 2.48947992e-18
 9.09910061e-01 6.33225469e-17 0.00000000e+00]"	6.731294870376587
